Country,Category,Product Name,Sales,Quantity
South Africa,Office Supplies,DIXON Ticonderoga Erasable Checking Pencils,5.58,1
Brazil,Office Supplies,Easy-staple paper,49.12,4
Chile,Technology,BlackBerry Q10,377.97,3
Brazil,Office Supplies,"Adams Telephone Message Books, 5 1/4 x 11",42.28,7
South Africa,Furniture,Bestar Classic Bookcase,299.97,3
Argentina,Technology,Innergie mMini Combo Duo USB Travel Charging Kit,89.98,2
New Zealand,Office Supplies,Compact Automatic Electric Letter Opener,477.24,4
Argentina,Technology,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,25.98,2
Egypt,Office Supplies,Staple envelope,46.72,5
Australia,Furniture,"Executive Impressions 12"" Wall Clock",35.34,2
Chile,Furniture,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",257.64,6
Egypt,Technology,netTALK DUO VoIP Telephone Service,125.976,3
South Africa,Technology,Logitech G700s Rechargeable Gaming Mouse,79.992,1
New Zealand,Furniture,"Bevis Traditional Conference Table Top, Plinth Base",700.056,3
Argentina,Technology,SanDisk Cruzer 8 GB USB Flash Drive,27.168,4
Chile,Office Supplies,SpineVue Locking Slant-D Ring Binders by Cardinal,8.226,3
Egypt,Furniture,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",585.552,3
Chile,Office Supplies,Advantus Rolling Drawer Organizers,423.28,11
Brazil,Furniture,Hon Olson Stacker Stools,225.296,2
Brazil,Office Supplies,Prang Drawing Pencil Set,5.56,2
Australia,Technology,Plantronics S12 Corded Telephone Headset System,323.37,3
New Zealand,Technology,Plantronics Calisto P620-M USB Wireless Speakerphone System,783.96,5
New Zealand,Office Supplies,Hoover Upright Vacuum With Dirt Cup,1447.65,5
Chile,Office Supplies,Xerox 1903,11.96,2
Chile,Technology,Razer Kraken PRO Over Ear PC and Music Headset,239.97,3
Argentina,Furniture,"Executive Impressions 13"" Clairmont Wall Clock",76.92,4
Brazil,Office Supplies,Iceberg Mobile Mega Data/Printer Cart ,481.32,4
Brazil,Office Supplies,"Wirebound Service Call Books, 5 1/2"" x 4""",48.4,5
Egypt,Technology,Maxell 4.7GB DVD-R 5/Pack,0.99,1
Australia,Office Supplies,Canvas Sectional Post Binders,101.84,5
Nigeria,Office Supplies,GBC Plasticlear Binding Covers,10.332,3
New Zealand,Office Supplies,Wilson Jones Century Plastic Molded Ring Binders,31.155,5
Australia,Office Supplies,Plastic Stacking Crates & Casters,8.928,2
Australia,Office Supplies,Belkin F9M820V08 8 Outlet Surge,34.384,1
South Africa,Office Supplies,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1924.16,8
New Zealand,Office Supplies,APC 7 Outlet Network SurgeArrest Surge Protector,32.192,2
Australia,Technology,Kingston Digital DataTraveler 16GB USB 2.0,50.12,7
Australia,Technology,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,47.976,3
Australia,Office Supplies,Crate-A-Files,54.5,5
Brazil,Furniture,Staple-based wall hangings,19.104,3
Nigeria,Office Supplies,Ibico Standard Transparent Covers,49.44,3
Egypt,Office Supplies,Xerox 222,10.368,2
Argentina,Office Supplies,"Belkin 19"" Vented Equipment Shelf, Black",154.44,3
South Africa,Office Supplies,Belkin 6 Outlet Metallic Surge Strip,60.984,7
Argentina,Furniture,"Sauder Camden County Collection Libraries, Planked Cherry Finish",195.466,2
Chile,Furniture,3M Hangers With Command Adhesive,23.68,8
Brazil,Technology,Maxell 4.7GB DVD+R 5/Pack,2.376,3
Nigeria,Office Supplies,Avery 505,59.2,4
Nigeria,Office Supplies,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",22.0,10
Egypt,Technology,Digium D40 VoIP phone,257.98,2
Nigeria,Technology,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,23.988,2
South Africa,Technology,Mediabridge Sport Armband iPhone 5s,23.976,4
New Zealand,Furniture,Hon Every-Day Series Multi-Task Chairs,601.536,4
Nigeria,Office Supplies,Advantus Map Pennant Flags and Round Head Tacks,7.9,2
South Africa,Furniture,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",58.36,5
Egypt,Office Supplies,Newell 343,16.464,7
Argentina,Furniture,12-1/2 Diameter Round Wall Clock,39.96,5
New Zealand,Office Supplies,Fellowes Basic Home/Office Series Surge Protectors,25.96,2
Nigeria,Office Supplies,Acco 6 Outlet Guardian Standard Surge Suppressor,36.27,3
New Zealand,Office Supplies,Xerox 224,6.48,1
Egypt,Technology,Pyle PMP37LED,1075.088,14
Argentina,Technology,AT&T 1080 Corded phone,438.368,4
South Africa,Office Supplies,Recycled Pressboard Report Cover with Reinforced Top Hinge,18.088,7
Brazil,Furniture,O'Sullivan Living Dimensions 2-Shelf Bookcases,308.499,3
New Zealand,Office Supplies,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",13.36,4
South Africa,Office Supplies,Xerox 1884,39.96,2
Egypt,Office Supplies,Binding Machine Supplies,145.85,5
South Africa,Technology,Panasonic KX-TG9471B,783.96,5
Nigeria,Office Supplies,Lumber Crayons,7.88,1
New Zealand,Furniture,9-3/4 Diameter Round Wall Clock,41.37,3
Argentina,Office Supplies,Xerox 1962,12.84,3
Brazil,Office Supplies,Xerox 1953,25.68,6
Chile,Furniture,"Metal Folding Chairs, Beige, 4/Carton",47.516,2
Nigeria,Office Supplies,Plymouth Boxed Rubber Bands by Plymouth,9.42,2
Argentina,Office Supplies,Xerox 228,12.96,2
New Zealand,Furniture,"Sauder Forest Hills Library, Woodland Oak Finish",704.9,5
Argentina,Furniture,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,561.568,2
Chile,Office Supplies,Xerox 191,179.82,9
Egypt,Furniture,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",185.58,6
New Zealand,Furniture,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",214.11,3
Nigeria,Technology,Logitech diNovo Edge Keyboard,999.96,4
Australia,Furniture,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",653.55,3
Argentina,Office Supplies,Deluxe Heavy-Duty Vinyl Round Ring Binder,114.6,5
South Africa,Furniture,"Global Value Steno Chair, Gray",60.74,1
Argentina,Furniture,Deflect-o Glass Clear Studded Chair Mats,124.36,2
South Africa,Office Supplies,Adjustable Depth Letter/Legal Cart,1088.76,6
Brazil,Office Supplies,Computer Printout Index Tabs,6.72,5
Argentina,Furniture,Bevis 36 x 72 Conference Tables,298.776,3
New Zealand,Technology,Adtran 1202752G1,302.376,3
Argentina,Office Supplies,Newell 314,8.928,2
Egypt,Office Supplies,Acco Perma 2700 Stacking Storage Drawers,47.584,2
South Africa,Office Supplies,Xerox 1954,33.792,8
South Africa,Furniture,O'Sullivan Living Dimensions 5-Shelf Bookcases,300.5328,2
Nigeria,Office Supplies,Avery Self-Adhesive Photo Pockets for Polaroid Photos,2.724,2
Argentina,Office Supplies,Poly String Tie Envelopes,3.264,2
Chile,Office Supplies,Embossed Ink Jet Note Cards,108.336,6
Nigeria,Office Supplies,Eldon Fold 'N Roll Cart System,55.92,5
Egypt,Office Supplies,Xerox 1942,78.304,2
New Zealand,Office Supplies,"Carina Mini System Audio Rack, Model AR050B",443.92,5
South Africa,Technology,Plantronics Voyager Pro HD - Bluetooth Headset,155.976,3
Egypt,Office Supplies,Newell 311,15.47,7
Australia,Office Supplies,Avery Poly Binder Pockets,7.16,2
New Zealand,Office Supplies,Belkin 6 Outlet Metallic Surge Strip,10.89,1
Argentina,Office Supplies,Xerox 201,19.44,3
Argentina,Office Supplies,Ibico Plastic Spiral Binding Combs,121.6,5
Argentina,Technology,Cisco CP-7937G Unified IP Conference Station Phone,695.7,2
Chile,Office Supplies,Iceberg Mobile Mega Data/Printer Cart ,120.33,1
Argentina,Furniture,Global Commerce Series High-Back Swivel/Tilt Chairs,1139.92,4
Chile,Office Supplies,Xerox 1945,229.544,7
Australia,Office Supplies,Fellowes Officeware Wire Shelving,143.728,2
South Africa,Technology,KeyTronic KT800P2 - Keyboard - Black,36.048,3
New Zealand,Furniture,"Global Manager's Adjustable Task Chair, Storm",845.488,8
Brazil,Office Supplies,Stanley Bostitch Contemporary Electric Pencil Sharpeners,50.94,3
Nigeria,Office Supplies,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,762.594,3
Nigeria,Furniture,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",56.28,6
New Zealand,Office Supplies,GBC DocuBind TL300 Electric Binding System,2690.97,3
Australia,Office Supplies,ACCOHIDE Binder by Acco,7.434,6
Australia,Office Supplies,Carina Double Wide Media Storage Towers in Natural & Black,64.784,1
Brazil,Office Supplies,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",28.16,4
South Africa,Furniture,"GE 4 Foot Flourescent Tube, 40 Watt",14.98,1
Australia,Furniture,"Master Caster Door Stop, Brown",20.32,4
South Africa,Office Supplies,"Neat Ideas Personal Hanging Folder Files, Black",40.29,3
South Africa,Office Supplies,Avery 498,20.23,7
New Zealand,Furniture,Global Troy Executive Leather Low-Back Tilter,1603.136,4
New Zealand,Furniture,Hon Olson Stacker Stools,225.296,2
South Africa,Technology,Kingston Digital DataTraveler 32GB USB 2.0,67.8,4
Australia,Technology,Nokia Lumia 925,377.97,3
South Africa,Furniture,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,1628.82,9
New Zealand,Office Supplies,Xerox 1945,286.93,7
New Zealand,Office Supplies,Xerox 2000,20.736,4
Chile,Office Supplies,Sterilite Officeware Hinged File Box,31.44,3
Egypt,Office Supplies,Staple holder,83.79,7
New Zealand,Office Supplies,Newell 345,59.52,3
Brazil,Office Supplies,Staple remover,31.92,4
New Zealand,Office Supplies,Staple remover,14.72,5
Argentina,Office Supplies,Acco Perma 4000 Stacking Storage Drawers,38.976,3
Chile,Furniture,Dana Swing-Arm Lamps,17.088,2
Nigeria,Office Supplies,Xerox 1951,74.352,3
New Zealand,Furniture,Office Star - Mesh Screen back chair with Vinyl seat,314.352,3
Nigeria,Office Supplies,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",4.26,1
Nigeria,Office Supplies,Tennsco Regal Shelving Units,811.28,8
Brazil,Office Supplies,Ideal Clamps,6.03,3
New Zealand,Furniture,Global Super Steno Chair,153.568,2
New Zealand,Furniture,Global Ergonomic Managers Chair,1013.488,7
Nigeria,Office Supplies,Quality Park Security Envelopes,52.34,2
Australia,Office Supplies,American Pencil,4.66,2
Nigeria,Technology,Logitech Gaming G510s - Keyboard,254.97,3
Nigeria,Office Supplies,Storex DuraTech Recycled Plastic Frosted Binders,25.44,6
Chile,Office Supplies,Acme Forged Steel Scissors with Black Enamel Handles,27.93,3
Egypt,Office Supplies,GBC Standard Plastic Binding Systems Combs,8.85,5
New Zealand,Furniture,"Eldon Regeneration Recycled Desk Accessories, Smoke",6.96,4
Egypt,Office Supplies,Heavy-Duty E-Z-D Binders,17.456,2
Argentina,Furniture,Global Deluxe Steno Chair,307.92,5
South Africa,Office Supplies,Newell 327,6.63,3
New Zealand,Office Supplies,Xerox 1996,12.96,2
South Africa,Office Supplies,Xerox 213,32.4,5
Nigeria,Office Supplies,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",23.85,5
Brazil,Furniture,"Global Stack Chair without Arms, Black",51.96,2
Nigeria,Office Supplies,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,17.94,3
Argentina,Office Supplies,Xerox 1969,11.56,2
Argentina,Office Supplies,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),26.4,5
Nigeria,Furniture,"Eldon 200 Class Desk Accessories, Smoke",69.08,11
Egypt,Technology,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,35.88,3
Egypt,Office Supplies,Peel-Off China Markers,49.65,5
Brazil,Technology,Hewlett Packard 310 Color Digital Copier,959.968,4
Argentina,Furniture,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,408.422,2
Nigeria,Technology,Hewlett Packard 310 Color Digital Copier,479.984,2
Nigeria,Office Supplies,Avery 520,12.6,4
Argentina,Office Supplies,Xerox 1935,184.66,7
New Zealand,Office Supplies,Xerox 1978,23.12,5
Australia,Office Supplies,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",37.464,7
Nigeria,Furniture,Global Commerce Series Low-Back Swivel/Tilt Chairs,539.658,3
Brazil,Office Supplies,"Dual Level, Single-Width Filing Carts",310.12,2
New Zealand,Office Supplies,Xerox 1971,8.56,2
New Zealand,Office Supplies,Sterilite Officeware Hinged File Box,52.4,5
New Zealand,Office Supplies,Avery 513,14.94,3
Chile,Office Supplies,Rubber Band Ball,11.22,3
Argentina,Office Supplies,"Belkin 325VA UPS Surge Protector, 6'",387.136,4
Nigeria,Office Supplies,Staple envelope,41.4,5
Egypt,Office Supplies,Boston 16750 Black Compact Battery Pencil Sharpener,35.0,4
Nigeria,Office Supplies,Ibico Standard Transparent Covers,39.552,3
Argentina,Technology,AT&T 17929 Lendline Telephone,135.72,3
Australia,Office Supplies,GBC Standard Plastic Binding Systems' Combs,12.56,2
Brazil,Technology,Samsung Rugby III,263.96,4
Nigeria,Office Supplies,"Eberhard Faber 3 1/2"" Golf Pencils",5.952,1
Brazil,Office Supplies,Advantus Map Pennant Flags and Round Head Tacks,15.8,5
Brazil,Furniture,Nu-Dell Float Frame 11 x 14 1/2,14.368,2
South Africa,Furniture,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",70.448,7
South Africa,Office Supplies,Space Solutions Commercial Steel Shelving,129.3,2
New Zealand,Office Supplies,GBC Instant Report Kit,3.882,3
Argentina,Office Supplies,Staples,6.08,1
South Africa,Office Supplies,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",19.9,1
Australia,Furniture,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",70.71,1
Australia,Furniture,"Eldon 200 Class Desk Accessories, Smoke",18.84,3
New Zealand,Office Supplies,Newell 346,8.64,3
Chile,Office Supplies,GBC DocuBind P400 Electric Binding System,1633.188,4
Australia,Furniture,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",19.76,4
Nigeria,Office Supplies,"ACCOHIDE 3-Ring Binder, Blue, 1""",6.608,2
Brazil,Office Supplies,Presstex Flexible Ring Binders,7.28,2
South Africa,Furniture,Global Ergonomic Managers Chair,144.784,1
Argentina,Technology,Plantronics Calisto P620-M USB Wireless Speakerphone System,156.792,1
Nigeria,Technology,Google Nexus 5,431.976,3
South Africa,Office Supplies,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,35.89,1
South Africa,Office Supplies,Ibico Plastic and Wire Spiral Binding Combs,47.208,7
Egypt,Office Supplies,Xerox 1880,248.08,7
Australia,Office Supplies,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",189.7,5
South Africa,Office Supplies,GBC Standard Therm-A-Bind Covers,59.808,3
New Zealand,Furniture,Global Highback Leather Tilter in Burgundy,90.99,1
South Africa,Furniture,"Lifetime Advantage Folding Chairs, 4/Carton",1526.56,7
Egypt,Furniture,"Global High-Back Leather Tilter, Burgundy",368.97,3
New Zealand,Office Supplies,"File Shuttle II and Handi-File, Black",305.01,9
Chile,Furniture,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",18.7,1
Australia,Furniture,Advantus Panel Wall Acrylic Frame,38.29,7
Argentina,Furniture,"Eldon 400 Class Desk Accessories, Black Carbon",26.25,3
South Africa,Office Supplies,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",64.96,14
Chile,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",43.7,5
Argentina,Technology,Memorex Micro Travel Drive 8 GB,41.6,4
Australia,Office Supplies,Xerox 1978,23.12,5
Brazil,Furniture,Harbour Creations 67200 Series Stacking Chairs,113.888,2
New Zealand,Furniture,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",113.568,2
Chile,Technology,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,7.92,2
Egypt,Technology,Samsung Galaxy Mega 6.3,671.984,2
Nigeria,Technology,GE DSL Phone Line Filter,39.99,1
New Zealand,Furniture,"Situations Contoured Folding Chairs, 4/Set",191.646,3
New Zealand,Office Supplies,DXL Angle-View Binders with Locking Rings by Samsill,2.313,1
Nigeria,Office Supplies,Avery Hole Reinforcements,19.936,4
Chile,Office Supplies,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",45.92,4
Chile,Office Supplies,Strathmore Photo Mount Cards,20.34,3
Australia,Office Supplies,Avery 478,39.28,8
Chile,Furniture,"Global Deluxe Stacking Chair, Gray",81.568,2
Brazil,Furniture,"Global Value Steno Chair, Gray",97.184,2
Nigeria,Office Supplies,Prestige Round Ring Binders,24.32,5
South Africa,Furniture,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",18.96,2
Argentina,Furniture,DAX Wood Document Frame,32.952,6
Nigeria,Office Supplies,Staple magnet,30.016,4
South Africa,Office Supplies,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",499.584,3
Chile,Office Supplies,Xerox 220,31.104,6
New Zealand,Office Supplies,Avery Durable Poly Binders,13.272,8
South Africa,Furniture,"Executive Impressions 12"" Wall Clock",28.272,2
Brazil,Office Supplies,Carina Double Wide Media Storage Towers in Natural & Black,259.136,4
South Africa,Office Supplies,Peel & Stick Add-On Corner Pockets,10.8,5
South Africa,Furniture,Chromcraft Round Conference Tables,244.006,2
Argentina,Office Supplies,Xerox 198,15.936,4
Brazil,Furniture,"Safco Chair Connectors, 6/Carton",188.552,7
South Africa,Office Supplies,X-Rack File for Hanging Folders,22.58,2
New Zealand,Furniture,Global Highback Leather Tilter in Burgundy,545.94,6
Australia,Office Supplies,Xerox 1997,20.736,4
South Africa,Furniture,"DataProducts Ampli Magnifier Task Lamp, Black,",43.296,2
Chile,Furniture,"Safco Chair Connectors, 6/Carton",123.136,4
Argentina,Office Supplies,Self-Adhesive Ring Binder Labels,11.264,4
South Africa,Office Supplies,File Shuttle I and Handi-File,53.424,3
Brazil,Furniture,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",275.49,1
South Africa,Furniture,Eldon Expressions Mahogany Wood Desk Collection,24.96,4
Nigeria,Office Supplies,"Wirebound Service Call Books, 5 1/2"" x 4""",19.36,2
New Zealand,Office Supplies,"Fellowes Strictly Business Drawer File, Letter/Legal Size",1267.65,9
New Zealand,Technology,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,12.99,1
Chile,Office Supplies,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",18.56,4
Egypt,Office Supplies,Fellowes Officeware Wire Shelving,449.15,5
New Zealand,Office Supplies,Avery Heavy-Duty EZD  Binder With Locking Rings,31.248,7
Chile,Office Supplies,Kensington 6 Outlet Guardian Standard Surge Protector,61.44,3
Australia,Office Supplies,GBC DocuBind TL200 Manual Binding Machine,895.92,4
Argentina,Office Supplies,VariCap6 Expandable Binder,55.36,4
Brazil,Office Supplies,Eldon Fold 'N Roll Cart System,55.92,5
Chile,Office Supplies,Staple envelope,24.896,4
Brazil,Furniture,Stacking Trays by OIC,3.984,1
Argentina,Technology,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,95.968,4
Argentina,Technology,Epson Perfection V600 Photo Scanner,206.991,3
New Zealand,Office Supplies,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,44.416,2
Egypt,Office Supplies,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",9.006,2
South Africa,Office Supplies,Durable Pressboard Binders,19.0,5
South Africa,Office Supplies,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",33.376,4
Nigeria,Office Supplies,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,207.48,1
Australia,Office Supplies,Surelock Post Binders,91.68,3
Australia,Office Supplies,Avanti 4.4 Cu. Ft. Refrigerator,904.9,5
Nigeria,Office Supplies,Avery Premier Heavy-Duty Binder with Round Locking Rings,34.272,3
